,id,valid,pre_pt_supervoxel_id,pre_pt_root_id,post_pt_supervoxel_id,post_pt_root_id,size,pre_pt_position,post_pt_position,ctr_pt_position,pial_distances,cortex_layer
1060,130817300,t,87126196080601947,864691135855935790,87126196080601976,864691135858920808,11636,[162650 132936  25285],[162708 132938  25286],[162804 132967  25292],"[601.7797273068791, 189.75304756343905, 1011.4000000000002]",L2/3
1061,121751111,t,86563589657670507,864691135954074888,86563520938189369,864691135858920808,4420,[158750 135486  24981],[158720 135356  24970],[158748 135418  24975],"[585.3501014406215, 198.55460389711143, 999.2400000000002]",L2/3
1072,138732885,t,87547721216493048,864691135865862789,87547721216484894,864691135858920808,3292,[165796 127768  24086],[165852 127866  24077],[165802 127820  24084],"[616.117524901745, 170.25647863122302, 963.4400000000003]",L2/3
1074,178230731,t,91064990596896477,864691135382748634,91064990596912048,864691135858920808,5620,[191234 119166  27141],[191214 119202  27157],[191236 119228  27150],"[720.4811826184379, 144.84768259534198, 1085.6400000000003]",L2/3
1083,132229003,t,87124753173193097,864691135616183657,87124753173187434,864691135858920808,700,[162768 122186  27067],[162802 122094  27059],[162808 122140  27060],"[605.9976281425276, 146.95781305607088, 1082.6800000000003]",L2/3
1094,114916478,t,85649689202054534,864691135585587396,85649689202063994,864691135858920808,1300,[151744 142432  23678],[151848 142392  23692],[151787 142405  23684],"[555.0112060647976, 223.79042485413217, 947.1200000000002]",L2/3
1095,137847446,t,87196977074536270,864691135012839670,87196977074549129,864691135858920808,13848,[163266 136368  24785],[163306 136358  24792],[163280 136340  24793],"[603.0378770065372, 203.6435601289727, 991.4000000000002]",L2/3
1119,144292410,t,87757384474309577,864691135155864676,87757384474299273,864691135858920808,41544,[167324 117172  25156],[167370 117184  25146],[167358 117228  25149],"[625.9002758970985, 128.5664584469762, 1006.2400000000002]",L2/3
1121,158372554,t,89306733729735736,864691135415814074,89306733729743232,864691135858920808,488,[178614 126276  24712],[178586 126332  24717],[178544 126330  24711],"[667.7145649350231, 168.77983791516937, 988.4800000000002]",L2/3
1148,125012384,t,86564208266784966,864691136698271086,86564208266782520,864691135858920808,8316,[158740 140370  25642],[158694 140320  25636],[158675 140327  25637],"[583.6075790623797, 218.01277728932183, 1025.6800000000003]",L2/3
1160,124489256,t,86491503194977212,864691135841228003,86491503194977301,864691135858920808,13532,[158112 122874  26961],[157998 122890  26964],[158059 122949  26963],"[587.2046454812254, 148.07615231228695, 1078.4400000000003]",L2/3
1168,130981548,t,86986627091887587,864691136422819887,86986627091891995,864691135858920808,1240,[161480 141660  27450],[161600 141574  27456],[161523 141604  27450],"[594.0761493208873, 224.1083688719896, 1098.0000000000002]",L2/3
1201,123772085,t,86417423531667354,864691136136810621,86417354812210729,864691135858920808,492,[157336  94968  26246],[157342  94830  26246],[157278  94894  26249],"[593.8411297668132, 36.60638390700525, 1049.8400000000001]",L1
1206,117692475,t,85857565753534766,864691135585138812,85857565753529944,864691135858920808,2028,[153314 118280  24809],[153322 118196  24805],[153328 118240  24807],"[569.6872507641796, 128.09738552534003, 992.3600000000002]",L2/3
1209,123473604,t,86490815731827845,864691135994819754,86490815731816446,864691135858920808,24824,[157884 117650  24979],[157840 117658  24973],[157822 117630  24974],"[588.1173223170207, 127.180181863576, 999.1600000000003]",L2/3
1222,177174371,t,90708748561111710,864691135538493042,90708748561114328,864691135858920808,3936,[188774  86440  25139],[188848  86364  25142],[188850  86424  25145],"[722.0876621378545, 13.584199327703159, 1005.5600000000003]",L1
1234,145699302,t,87899908601886284,864691135402913522,87899908601873467,864691135858920808,1792,[168216 130674  24598],[168198 130644  24594],[168196 130686  24597],"[624.7475912255744, 182.67991339163885, 983.9200000000003]",L2/3
1256,152735318,t,88391596256915892,864691135494056848,88391596256907221,864691135858920808,2540,[172020 123806  23352],[171960 123726  23347],[172038 123760  23351],"[642.3000323165021, 156.6386144273107, 934.0800000000003]",L2/3
1298,144228918,t,88110533932317676,864691135502365877,88110533932325462,864691135858920808,5460,[169650 126774  25661],[169648 126854  25661],[169590 126804  25658],"[631.8213936006922, 167.63920144180807, 1026.4400000000003]",L2/3
1307,145155436,t,88110533865515511,864691135099856928,88110533865524224,864691135858920808,3700,[169900 126674  25397],[169852 126706  25408],[169836 126690  25402],"[632.8524505958829, 167.3278793053191, 1015.8800000000002]",L2/3
1354,138924314,t,87407464898951791,864691135081715191,87407464898957329,864691135858920808,3448,[164716 131416  25334],[164714 131348  25336],[164693 131338  25339],"[610.5421872078149, 184.41643885710795, 1013.3600000000002]",L2/3
1369,159951719,t,88954752570194538,864691135939865857,88954752570197403,864691135858920808,7552,[175944 125260  24990],[175984 125290  24991],[175950 125264  24991],"[657.4294064979298, 163.80047932957956, 999.6000000000003]",L2/3
1389,138924682,t,87477696204188911,864691135776901984,87477696204179281,864691135858920808,1972,[164994 130662  25358],[165090 130714  25354],[165056 130698  25356],"[611.9128174322199, 181.50883283359866, 1014.3200000000003]",L2/3
1402,139572416,t,87336958648609323,864691135945931556,87336958648619135,864691135858920808,18188,[164366 130354  24743],[164358 130374  24749],[164362 130397  24743],"[609.5177522256786, 180.06258573976748, 989.7200000000003]",L2/3
1419,130639772,t,87194778185535705,864691135446954324,87194778185533519,864691135858920808,1140,[163002 119938  25827],[162904 119940  25819],[162984 119906  25827],"[607.7137708187283, 138.08160810604173, 1033.0800000000002]",L2/3
1449,136001134,t,87337714562983872,864691136175500294,87337714562983862,864691135858920808,10100,[164036 135960  24869],[163962 135950  24869],[163962 135932  24871],"[606.2483948488239, 202.28621006934992, 994.7600000000002]",L2/3
1492,158371154,t,89166064960927743,864691136089106231,89166064960925949,864691135858920808,400,[177364 126722  24793],[177326 126768  24786],[177344 126716  24791],"[662.5781055995026, 170.1212705428268, 991.7200000000003]",L2/3
1496,160160347,t,89165515473647888,864691135579230660,89165515473651081,864691135858920808,1076,[177290 122940  26928],[177360 122922  26932],[177314 122920  26930],"[663.6017240451539, 155.02503905024153, 1077.1200000000003]",L2/3
1502,145153463,t,87829196327753300,864691135975735363,87829196327760037,864691135858920808,332,[167832 127946  25413],[167806 127868  25416],[167886 127842  25406],"[624.1684796341679, 171.67556562520127, 1016.5200000000002]",L2/3
1503,164469392,t,89939571659588793,864691135463777605,89939571659587329,864691135858920808,536,[183118 122696  26911],[182998 122650  26914],[183070 122630  26916],"[686.9100788519904, 156.0845276998374, 1076.4400000000003]",L2/3
1550,144806156,t,87969727456139173,864691136418607255,87969727456134755,864691135858920808,13984,[168624 126196  23690],[168698 126242  23683],[168666 126309  23683],"[627.9345146369561, 164.97831213158364, 947.6000000000003]",L2/3
1560,131766740,t,87125783830903340,864691135657785986,87125783830909659,864691135858920808,3428,[162768 130068  25861],[162762 130054  25869],[162718 130062  25866],"[603.2497818851793, 178.3658394975075, 1034.4400000000003]",L2/3
1563,159581203,t,89022441321466914,864691136815937390,89022441321455826,864691135858920808,2572,[176360 105620  25110],[176338 105600  25102],[176362 105590  25106],"[665.9340296258104, 85.68445100342413, 1004.4000000000002]",L1
1581,152724395,t,88462377586558430,864691136296781083,88462446306075364,864691135858920808,5280,[172356 127086  25547],[172324 127228  25549],[172400 127162  25548],"[642.4954346458882, 169.8258261845273, 1021.8800000000002]",L2/3
1587,152372683,t,88461690391627768,864691135373376200,88461690391637638,864691135858920808,13324,[172066 121656  25421],[172138 121762  25427],[172108 121704  25419],"[643.2328715285809, 148.08737668038725, 1016.8400000000003]",L2/3
1595,122937467,t,86561253195155953,864691135012928918,86561184475680868,864691135858920808,12208,[158492 118036  24695],[158426 117924  24701],[158438 117990  24704],"[590.4054993559776, 128.930269243792, 987.8000000000003]",L2/3
1602,139574888,t,87759102394010395,864691135437506802,87759102394020934,864691135858920808,18004,[167142 130074  24582],[167162 130162  24586],[167146 130148  24585],"[620.6771125851667, 179.9146250453747, 983.2800000000002]",L2/3
1610,128674154,t,86984083934305792,864691136966035150,86984083934301095,864691135858920808,8724,[161424 122970  23261],[161406 122846  23265],[161414 122896  23265],"[600.3687650363297, 149.61333035627527, 930.4400000000003]",L2/3
1646,159800184,t,89235678126150912,864691137053649014,89235678126154005,864691135858920808,19120,[177958 121112  27141],[178040 121174  27143],[178030 121178  27141],"[666.900839069426, 147.97374356241647, 1085.6400000000003]",L2/3
1666,143880011,t,88180696451317680,864691135380615666,88180696451319559,864691135858920808,4228,[170232 125564  25445],[170100 125574  25448],[170167 125525  25437],"[634.5623686527484, 163.0205176721606, 1017.8000000000003]",L2/3
1682,151823980,t,88604901713858068,864691135715540506,88604901713851876,864691135858920808,7264,[173590 140374  24727],[173550 140406  24721],[173558 140388  24723],"[642.7801496371454, 223.20576752370218, 989.0800000000003]",L2/3
1684,158192825,t,88954958728591759,864691135569203846,88954958728589276,864691135858920808,1020,[176120 126748  24952],[176038 126726  24946],[176114 126796  24952],"[657.6119765845522, 169.79118781551597, 998.0800000000003]",L2/3
1690,178970049,t,90709298317396910,864691135064992836,90709298383993240,864691135858920808,2544,[188750  90712  25599],[188812  90782  25608],[188796  90771  25605],"[720.5027101147657, 30.598807377391086, 1023.9600000000003]",L1
1719,138222480,t,87549645362175012,864691135781110608,87549645362173923,864691135858920808,27196,[165800 142438  24393],[165862 142342  24389],[165848 142340  24396],"[611.0191650324819, 228.7145780071307, 975.7200000000003]",L2/3
1727,157110167,t,88950629468739328,864691135403769326,88950629468746377,864691135858920808,5492,[175698  94714  25578],[175702  94678  25583],[175734  94638  25578],"[667.0981881868873, 41.995665087074045, 1023.1200000000002]",L1
1731,144340881,t,88110533932589277,864691135864308606,88180902676782130,864691135858920808,4020,[169950 127076  25911],[170020 126992  25917],[169980 127010  25910],"[632.9115431011631, 168.9471915284001, 1036.4400000000003]",L2/3
1736,151463546,t,88602977702989828,864691137053966710,88602977702984129,864691135858920808,4624,[173506 125862  25991],[173442 125938  25997],[173444 125914  25997],"[647.5046447736028, 165.34937335930934, 1039.6400000000003]",L2/3
1750,163802523,t,89658646170035689,864691135213041208,89658646170034643,864691135858920808,660,[181202 126734  24663],[181136 126742  24656],[181164 126772  24662],"[677.8675031289551, 171.5071028509973, 986.5200000000002]",L2/3
1762,137416985,t,87195327672874854,864691135403641330,87195327672872393,864691135858920808,172,[163212 124018  23746],[163258 123958  23745],[163288 123964  23753],"[607.1281926434838, 154.4127164028071, 949.8400000000003]",L2/3
1786,143110987,t,88182208212588469,864691136390368895,88182208212572198,864691135858920808,1856,[170402 136416  24859],[170400 136540  24844],[170422 136466  24852],"[631.4565245662606, 206.32260303199553, 994.3600000000002]",L2/3
1803,132466790,t,87197045794087241,864691134884996090,87197045794082851,864691135858920808,11120,[163138 136722  24856],[163146 136602  24851],[163144 136646  24853],"[602.4044127893835, 205.00954808118388, 994.2400000000002]",L2/3
1857,152696210,t,88813534246409333,864691135571292453,88813534246414303,864691135858920808,1684,[174870 122014  26129],[174890 121968  26133],[174882 121998  26132],"[654.2813842387633, 150.49146629871237, 1045.1600000000003]",L2/3
1862,124486755,t,86139728193713720,864691135394303733,86139659474188573,864691135858920808,2580,[155178 123106  27117],[155248 123072  27120],[155210 123130  27113],"[575.4324239751508, 147.97776119522953, 1084.6800000000003]",L2/3
1960,138732187,t,87547721216550120,864691135433489650,87547721216542984,864691135858920808,2640,[165696 127740  24139],[165596 127820  24133],[165626 127808  24137],"[615.7288084656961, 170.11004252793762, 965.5600000000003]",L2/3
1993,122848412,t,86350215615326094,864691135946694241,86350215615327209,864691135858920808,544,[157006 118942  24445],[156954 118856  24446],[156964 118878  24446],"[584.1682656588026, 132.0224250947843, 977.8000000000003]",L2/3
2002,131491861,t,86983259502175680,864691135373721161,86983259502176368,864691135858920808,2288,[161500 116466  25056],[161412 116494  25053],[161437 116467  25052],"[602.9390520278727, 123.72282443651564, 1002.2400000000002]",L2/3
2013,160798614,t,89095490058243758,864691135915158374,89095490058240295,864691135858920808,2312,[176972 125224  24716],[176982 125318  24717],[176962 125290  24716],"[661.5383095234386, 164.01541170723277, 988.6400000000002]",L2/3
2030,137714745,t,87336889929249615,864691135850456007,87336889929248179,864691135858920808,4656,[164066 129998  24851],[164152 129978  24846],[164110 129954  24848],"[608.4464283656412, 178.53941759838764, 994.0400000000003]",L2/3
2044,163705780,t,89588552237016805,864691135578489028,89588552237021083,864691135858920808,3656,[180448 128776  24457],[180510 128838  24464],[180460 128834  24456],"[674.1510918127475, 179.38115942488372, 978.2800000000002]",L2/3
2061,156784875,t,89165859004204771,864691135859022184,89165859004201240,864691135858920808,13240,[177232 125540  26622],[177190 125568  26623],[177152 125570  26621],"[662.4641871506211, 165.3652437780783, 1064.8800000000003]",L2/3
2105,121886938,t,86283008168233351,864691135463677253,86283008168227547,864691135858920808,2396,[156646 142356  25862],[156582 142342  25855],[156616 142338  25860],"[574.5710870507759, 225.19653146970825, 1034.4800000000002]",L2/3
