,id,valid,pre_pt_supervoxel_id,pre_pt_root_id,post_pt_supervoxel_id,post_pt_root_id,size,pre_pt_position,post_pt_position,ctr_pt_position,pial_distances,cortex_layer,is_pre_tuned
1277,196377551,t,91776580174857110,864691136100080501,91776580174857832,864691135182092034,30028,[196266 178040  22804],[196226 177968  22806],[196276 178002  22805],"[720.007760707526, 381.20182000718063, 912.1600000000002]",L5,nan
1292,196520013,t,92133853002616132,864691136175500038,92133853002622288,864691135182092034,7844,[199126 218604  24683],[199180 218488  24683],[199164 218548  24678],"[717.2626858584315, 543.8374486377879, 987.3200000000003]",L5,nan
1300,204313314,t,92556615290608300,864691136024193593,92486246546436646,864691135182092034,5884,[201792 222708  25183],[201670 222678  25185],[201734 222678  25188],"[726.4553574459363, 561.1204096423231, 1007.3200000000003]",L5,nan
1311,172867800,t,90091922202858618,864691135269952933,90091922202857652,864691135182092034,920,[184252 209596  22998],[184246 209546  22994],[184214 209586  22995],"[661.1334818234486, 502.7571432056316, 919.9200000000003]",L5,nan
1340,169560330,t,89880541092053028,864691135781047888,89880541092059512,864691135182092034,3040,[182558 207150  22680],[182510 207206  22684],[182558 207140  22683],"[655.235998336222, 492.4198069666439, 907.2000000000003]",L5,nan
1344,175608260,t,90369961138522473,864691136084044140,90370029858005695,864691135182092034,18308,[186038 183996  22388],[185952 184110  22384],[186018 184076  22385],"[677.1750448039763, 401.3694467472261, 895.5200000000002]",L5,nan
1353,163930774,t,89941426481219964,864691135638966587,89941426481228965,864691135182092034,2532,[183022 136626  22071],[182994 136594  22077],[183020 136566  22070],"[681.6712221020236, 211.5590284722944, 882.8400000000003]",L2/3,nan
1357,175284567,t,90297462090353253,864691135807317021,90297462090362373,864691135182092034,8480,[185744 167938  22226],[185608 167934  22226],[185682 167888  22224],"[681.6017075071879, 337.2793737459258, 889.0400000000003]",L4,nan
1360,172144023,t,90364669738770195,864691136118695704,90364669738748040,864691135182092034,19940,[186140 144090  22360],[186190 144126  22347],[186182 144050  22356],"[691.4936405211498, 242.38842380207038, 894.4000000000002]",L2/3,nan
1382,152198711,t,88471379368066018,864691135385313877,88471379368080058,864691135182092034,784,[172424 194074  21800],[172446 194078  21811],[172434 194018  21804],"[619.4128440230486, 436.7818942896341, 872.0000000000002]",L5,nan
1389,165403654,t,89798833500329292,864691136329160682,89798764780849950,864691135182092034,760,[182146 122700  21941],[182234 122566  21932],[182166 122624  21941],"[683.0354793739258, 155.76160528720396, 877.6400000000002]",L2/3,nan
1394,144412002,t,87977423970692903,864691135564561175,87907055226517477,864691135182092034,20724,[168496 183752  23400],[168452 183796  23411],[168464 183690  23408],"[607.3591192331963, 394.281616564771, 936.0000000000002]",L5,untuned
1401,146982499,t,88119741805661592,864691135433555186,88119741805678593,864691135182092034,7336,[169548 195566  21880],[169674 195430  21895],[169577 195626  21886],"[607.432474743483, 441.72454458327655, 875.2000000000003]",L5,nan
1411,189751888,t,91639897068385547,864691135581683309,91639897068398150,864691135182092034,6596,[195512 208308  22221],[195506 208370  22226],[195528 208328  22225],"[706.4511174121368, 501.5502427744175, 888.8400000000003]",L5,nan
1413,144265994,t,88259105105593180,864691136031898299,88259105105612349,864691135182092034,5308,[170948 185092  23201],[170924 185146  23208],[170968 185138  23205],"[616.6626420509527, 400.4760436714116, 928.0400000000003]",L5,nan
1419,238328359,t,93821602948836657,864691136617339867,93821602948829162,864691135182092034,2028,[211338 210340  21857],[211336 210486  21850],[211378 210414  21853],"[768.8058247030837, 515.1646204194049, 874.2800000000002]",L5,nan
1421,203562566,t,92481161372450024,864691135730372025,92481161372447253,864691135182092034,7760,[201458 184524  25866],[201520 184558  25868],[201522 184586  25869],"[738.4362608535921, 408.8491761622715, 1034.6400000000003]",L5,nan
1429,190267682,t,91428997128465834,864691136925825354,91428997128458427,864691135182092034,14712,[193838 209984  23189],[193794 210002  23183],[193847 209916  23176],"[699.1963056143342, 507.64513717698617, 927.5600000000003]",L5,nan
1477,134409976,t,86713397982505424,864691135162630445,86783766726676352,864691135182092034,20808,[159758 203160  23752],[159910 203244  23741],[159778 203249  23746],"[565.7740475245075, 468.5719358465132, 950.0800000000003]",L5,nan
1490,202968176,t,92412853608631302,864691135883856240,92412853608626406,864691135182092034,4788,[201092 200066  21306],[201162 200020  21305],[201102 200072  21302],"[731.5595336004493, 470.65301214585645, 852.2400000000002]",L5,untuned
1499,228084583,t,95089614800359312,864691136091328436,95089614800372161,864691135182092034,2484,[220464 220744  22045],[220396 220756  22053],[220459 220728  22045],"[801.5438425720382, 559.8037922084516, 881.8000000000003]",L5,nan
1508,167248603,t,89799726853586552,864691136296781083,89870026878292750,864691135182092034,3356,[182200 129268  21992],[182336 129170  21991],[182269 129205  21997],"[680.9609017552472, 181.95245803590382, 879.6800000000003]",L2/3,nan
1531,166317338,t,89951253433743994,864691135013265302,89951253433757200,864691135182092034,3828,[182880 209758  22814],[182904 209808  22813],[182928 209738  22814],"[655.6098883990206, 502.9243666537959, 912.5600000000003]",L5,nan
1545,181729702,t,90795403486268523,864691135988683008,90725034742085975,864691135182092034,352,[188982 207712  23009],[188826 207834  22999],[188906 207866  23006],"[680.6382911886908, 496.89880661359786, 920.3600000000002]",L5,nan
1567,196379762,t,92057780273873953,864691136487134738,92057848993338407,864691135182092034,308,[198392 176294  23008],[198462 176424  23010],[198412 176356  23009],"[729.0880961274478, 374.98556867203393, 920.3200000000003]",L5,nan
1570,175630096,t,90229704686292787,864691136031918779,90229704686296641,864691135182092034,19816,[185358 187144  22216],[185328 187188  22217],[185310 187163  22221],"[673.3679301124882, 413.6764667653237, 888.6400000000002]",L5,nan
1579,196500970,t,91993046660961883,864691135683638514,91993046660953825,864691135182092034,18788,[197834 218148  23981],[197892 218138  23974],[197890 218188  23976],"[712.2733237334651, 541.5699686299488, 959.2400000000002]",L5,nan
1597,169295790,t,89670190572494607,864691136143409204,89670190572478568,864691135182092034,6168,[181072 213046  21195],[181216 212946  21185],[181138 212990  21191],"[647.259136013804, 515.3960089915475, 847.8000000000003]",L5,nan
1607,119558048,t,85658760173115277,864691135799982178,85729128917298326,864691135182092034,5056,[152090 209682  23812],[152234 209770  23795],[152166 209700  23804],"[532.9450447278366, 491.8874221887744, 952.4800000000002]",L5,nan
1628,221151484,t,94384140652494426,864691135291779510,94384140652494586,864691135182092034,12496,[215152 207242  22322],[215134 207286  22323],[215120 207274  22324],"[785.0838049813004, 504.14942373201023, 892.8800000000002]",L5,nan
1630,194604325,t,91780909501790724,864691136273193150,91780909501771056,864691135182092034,5992,[196282 210208  22737],[196218 210142  22725],[196274 210216  22729],"[708.8570134373771, 509.3897621675776, 909.4800000000002]",L5,nan
1637,196385318,t,91781734336941878,864691135564974423,91781734336928065,864691135182092034,860,[196512 216594  24380],[196584 216534  24380],[196532 216584  24379],"[707.5472062668754, 534.916742818961, 975.2000000000003]",L5,nan
1640,172868895,t,90373191020942749,864691136209329852,90373191020934570,864691135182092034,1792,[185954 207896  22801],[185988 208012  22793],[185918 207950  22798],"[668.5082343787413, 496.5763755552339, 912.0400000000003]",L5,nan
1641,197638324,t,92204702380681502,864691135758808398,92204702380688993,864691135182092034,18376,[199564 222056  21789],[199586 222082  21796],[199562 222068  21792],"[717.8045724736287, 557.7456018903328, 871.5600000000003]",L5,nan
1646,175577057,t,90438130657787441,864691135272316945,90438130657776993,864691135182092034,12608,[186734 167458  20545],[186724 167334  20537],[186696 167370  20537],"[685.7139775377069, 335.71181666687045, 821.8000000000003]",L4,nan
1667,190267304,t,91358559664764941,864691136032003259,91358559664763508,864691135182092034,2184,[193220 209498  23151],[193242 209420  23144],[193198 209438  23148],"[696.9031430845529, 505.4930856878237, 926.0400000000003]",L5,nan
1674,186605419,t,91429684188974649,864691135909937833,91429684188987012,864691135182092034,11268,[193666 214936  22141],[193670 214888  22149],[193592 214858  22147],"[696.7845427097014, 527.317798605777, 885.6400000000002]",L5,nan
1720,189099415,t,91426660464932215,864691135739570324,91426660464934795,864691135182092034,464,[193910 192244  21665],[193948 192302  21665],[193920 192262  21666],"[705.6677811927584, 436.9802622543072, 866.6000000000003]",L5,nan
1723,149273492,t,87913102473528105,864691135468399954,87913102473548167,864691135182092034,700,[168450 228664  23035],[168424 228808  23039],[168404 228740  23035],"[591.5184645356161, 573.2299650308913, 921.4000000000002]",L5,nan
1732,186605125,t,91359040566984356,864691135725826623,91359040566989150,864691135182092034,7720,[193136 213026  22230],[193244 212998  22233],[193190 212974  22230],"[695.3384798243391, 519.5221009377311, 889.2000000000003]",L5,nan
1733,188308697,t,91291283095736442,864691135807583773,91291283095745469,864691135182092034,2384,[192952 232504  21638],[192928 232582  21645],[192919 232459  21644],"[687.814802297588, 597.0734756287931, 865.5200000000002]",L6,nan
1736,203188416,t,92409417903120277,864691135372207090,92409417903129378,864691135182092034,1684,[201188 174370  23239],[201210 174432  23247],[201159 174403  23241],"[740.9002882270919, 368.29360410240963, 929.5600000000003]",L4,nan
1740,165866738,t,89596179830144410,864691136031686587,89596179830154533,864691135182092034,24556,[180694 185874  22100],[180644 185864  22111],[180710 185973  22107],"[655.2256729980468, 406.9898201623173, 884.0000000000002]",L5,nan
1758,176776815,t,90445140178632319,864691136100089205,90445140178616385,864691135182092034,2400,[186478 219534  21594],[186478 219438  21582],[186458 219482  21588],"[666.5389843295526, 543.1339095776, 863.7600000000002]",L5,nan
1798,148629566,t,87910285041750038,864691135737188228,87910285041760635,864691135182092034,6012,[168352 207890  23287],[168318 207968  23293],[168396 207897  23288],"[598.3702498133237, 490.4160053471025, 931.4800000000002]",L5,nan
1802,155600098,t,88613560502247245,864691136023948345,88683929246421044,864691135182092034,14720,[173588 204790  25851],[173686 204648  25847],[173630 204720  25849],"[620.3152827802282, 479.88858096687176, 1034.0400000000002]",L5,nan
1807,182831899,t,90651092718950544,864691135577304325,90721461463122502,864691135182092034,4144,[188434 181440  23730],[188456 181344  23740],[188486 181394  23724],"[687.6136551043397, 392.0196527924297, 949.2000000000003]",L5,nan
1811,172869360,t,90513997228759377,864691135383158251,90513997228763927,864691135182092034,3024,[186920 208432  22792],[187046 208420  22792],[186984 208470  22784],"[672.1706687797168, 499.0489867779194, 911.6800000000003]",L5,nan
1822,187088374,t,91427072983182114,864691135937394997,91427072983180029,864691135182092034,416,[193838 195684  23261],[193720 195734  23254],[193776 195760  23263],"[704.1816140995003, 450.6628004461383, 930.4400000000003]",L5,nan
1824,188141560,t,91358490878424794,864691135132960160,91358490878430225,864691135182092034,13868,[193524 208642  22861],[193506 208742  22867],[193549 208717  22870],"[698.4129371006004, 502.1880964247387, 914.4400000000003]",L5,nan
1835,174570740,t,90369067785064652,864691135725591871,90369067785075682,864691135182092034,6900,[186368 177276  22185],[186368 177250  22188],[186368 177234  22185],"[680.8327681705144, 374.7067788429469, 887.4000000000002]",L5,tuned
1836,159372401,t,89092191120606611,864691136109238200,89092191120613943,864691135182092034,1280,[176784 100722  21551],[176780 100700  21557],[176759 100735  21549],"[669.3311311456862, 66.31482061811066, 862.0400000000003]",L1,nan
1881,175534440,t,90438199377708160,864691135777508029,90438199377707819,864691135182092034,10296,[186538 167728  20965],[186476 167628  20969],[186492 167686  20961],"[684.8388326922354, 336.7193768384953, 838.6000000000003]",L4,nan
1899,216665824,t,93539234887542017,864691135584196804,93539234887551052,864691135182092034,2932,[209354 203648  24028],[209296 203668  24037],[209309 203691  24035],"[763.233008500897, 487.8068127664397, 961.1200000000002]",L5,nan
1918,169560886,t,90021278580471270,864691135994546346,90021278580457015,864691135182092034,3148,[183516 207218  22717],[183398 207352  22703],[183371 207396  22710],"[659.0297100572824, 493.0247527307338, 908.6800000000003]",L5,nan
1950,160461006,t,89177678552350604,864691135564834583,89177678552345151,864691135182092034,628,[177516 213586  24635],[177494 213518  24632],[177460 213556  24635],"[632.901006223812, 516.3080862545829, 985.4000000000002]",L5,nan
1956,203961792,t,92415740296549582,864691135345110770,92415740296558653,864691135182092034,5684,[200830 221888  25021],[200824 221820  25025],[200836 221844  25021],"[722.9078710838916, 557.5175157344893, 1000.8400000000003]",L5,nan
1972,197109708,t,92202778168372635,864691135739843220,92202778168372716,864691135182092034,1216,[199262 207618  21441],[199228 207698  21441],[199242 207668  21440],"[721.6345877334965, 500.1080815488991, 857.6400000000002]",L5,nan
1979,163930241,t,89870989017566498,864691135428740656,89870989017561527,864691135182092034,23644,[182548 136068  22049],[182584 136002  22042],[182542 136080  22047],"[679.9769685722546, 209.17027461790406, 881.9600000000003]",L2/3,nan
1991,209766579,t,92901793021010890,864691135012912278,92901793021019691,864691135182092034,1888,[204800 173076  23718],[204792 172984  23725],[204790 173040  23725],"[755.7444273495832, 364.3965265163049, 948.7200000000003]",L4,nan
1997,203187434,t,92339117878418889,864691136236744975,92339049158932828,864691135182092034,1636,[200732 174862  23235],[200720 174776  23235],[200744 174802  23236],"[738.9117065960451, 370.0951431934825, 929.4000000000002]",L4,nan
