,id,valid,pre_pt_supervoxel_id,pre_pt_root_id,post_pt_supervoxel_id,post_pt_root_id,size,pre_pt_position,post_pt_position,ctr_pt_position,pial_distances,cortex_layer
7798,166900591,t,89519282534662113,864691135560491233,89519282534647407,864691135445930386,4680,[179908 137314  20841],[179956 137362  20827],[179945 137343  20835],"[669.0227683385513, 213.21494434977805, 833.6400000000002]",L2/3
7824,120970031,t,86347603939513701,864691136065739416,86347603939506032,864691135445930386,5012,[157024  99250  21795],[157136  99270  21788],[157074  99282  21794],"[591.1050752218129, 53.56043632897158, 871.8000000000003]",L1
7852,157302258,t,88957706635232601,864691135660486384,88957706635228029,864691135445930386,15504,[176024 147602  18281],[175930 147566  18282],[175956 147639  18286],"[649.9592543834464, 252.85629694632203, 731.2400000000001]",L2/3
7862,90542846,t,83610369943528320,864691135937479172,83610369943542494,864691135445930386,6332,[137052 152680  23345],[137116 152646  23352],[137120 152660  23344],"[492.8941478406299, 259.50446922851455, 933.8000000000003]",L2/3
7962,187448875,t,91556746166091420,864691135737064836,91556814885566184,864691135445930386,1204,[194862 113322  19738],[194866 113466  19731],[194866 113388  19737],"[736.9753127196145, 122.82543947150332, 789.5200000000002]",L2/3
7974,182652527,t,91073510939747376,864691135866981398,91073510939737419,864691135445930386,4664,[191328 182476  20635],[191320 182536  20625],[191376 182476  20631],"[698.7844315315034, 397.1567984993688, 825.4000000000002]",L5
7985,182788853,t,91074885262316337,864691135715462170,91074953981805380,864691135445930386,2964,[191064 193200  20223],[191190 193242  20233],[191132 193246  20232],"[693.9938171894149, 439.79752980437064, 808.9200000000003]",L5
8004,174383957,t,90433938836826174,864691137197307201,90433938836818816,864691135445930386,1640,[186790 136208  21083],[186676 136262  21076],[186728 136240  21078],"[696.8315929935367, 211.2070022917777, 843.3200000000003]",L2/3
8045,157825047,t,89165789680494656,864691135740574059,89165789680503664,864691135445930386,6004,[177472 124734  21812],[177370 124776  21816],[177438 124758  21814],"[663.7015241754076, 162.23718158446817, 872.4800000000002]",L2/3
8056,178238840,t,90860068245160693,864691137053981302,90860068245152713,864691135445930386,6884,[189820 165302  20725],[189910 165234  20718],[189856 165262  20723],"[698.7626360164071, 328.19648407900434, 829.0000000000002]",L4
8102,158076041,t,89378269832874066,864691135946678113,89378269832877994,864691135445930386,3292,[179218 135308  18306],[179142 135314  18314],[179221 135266  18305],"[666.9726086516254, 204.9809282423064, 732.2400000000001]",L2/3
8105,164949726,t,89870782725323278,864691136194507852,89941151469465837,864691135445930386,5856,[182764 134618  21349],[182870 134620  21345],[182818 134652  21350],"[681.3431840993422, 203.46764793070588, 853.9600000000003]",L2/3
8110,173571130,t,90434144928410437,864691135394031861,90434144928424613,864691135445930386,1300,[186594 137642  20764],[186526 137558  20771],[186568 137634  20765],"[695.5506510098322, 216.85284497771778, 830.5600000000003]",L2/3
8129,157563734,t,89241243800199701,864691135776160941,89241243800210303,864691135445930386,2912,[177782 162530  22826],[177788 162514  22834],[177802 162530  22833],"[651.7602517894793, 312.95395394177774, 913.0400000000003]",L4
8134,135833173,t,87618501740987741,864691136333825715,87618501740998200,864691135445930386,4044,[165928 131044  20266],[165960 131006  20274],[165967 131037  20268],"[615.5014268493723, 183.35663218718807, 810.6400000000002]",L2/3
8137,146471231,t,88112526394475997,864691135278395809,88112457674986225,864691135445930386,6272,[169640 141514  22559],[169704 141436  22560],[169628 141456  22561],"[626.6428432203666, 226.37135461158755, 902.3600000000002]",L2/3
8139,158045662,t,89027869354932248,864691137053638006,89027869354923778,864691135445930386,4600,[176298 146096  19062],[176304 146086  19053],[176334 146104  19060],"[651.5761099668669, 246.95074277906872, 762.4800000000001]",L2/3
8143,182231406,t,90647381531935321,864691135278398625,90647381531953911,864691135445930386,548,[187972 153302  21434],[187952 153408  21436],[187926 153304  21431],"[695.5822404600004, 279.73488332020986, 857.3600000000002]",L2/3
8149,187449081,t,91627114910225225,864691135715442970,91556746166053489,864691135445930386,2020,[195158 113122  19690],[195076 113076  19698],[195148 113068  19692],"[738.2245318363532, 122.13167611244316, 787.6000000000003]",L2/3
8170,143524350,t,87896128561368307,864691135428882224,87896128561369118,864691135445930386,3168,[168200 102150  21461],[168128 102120  21461],[168182 102183  21458],"[634.6279563894334, 69.01250515062718, 858.4400000000003]",L1
8188,225196550,t,94098198775688559,864691135366925305,94098198775697360,864691135445930386,3356,[213158 174032  21415],[213216 173930  21415],[213192 173998  21417],"[788.7159249359195, 371.1197658333474, 856.6000000000003]",L5
8241,166900474,t,89519282534658315,864691135431750898,89448913790472425,864691135445930386,3500,[179818 137078  20843],[179708 137158  20835],[179756 137130  20835],"[668.7464132683921, 212.24316048739018, 833.7200000000003]",L2/3
8262,114838419,t,85789533471455117,864691136811797875,85719164727255944,864691135445930386,1064,[152612 135780  24718],[152524 135848  24721],[152578 135858  24720],"[560.7890340596018, 197.58628106612684, 988.7200000000003]",L2/3
8275,217996747,t,93746767371376335,864691134947450620,93746767371367109,864691135445930386,5044,[210854 177068  21134],[210814 177004  21119],[210852 177056  21126],"[778.4765752583784, 382.41432692181115, 845.3600000000002]",L5
8309,165075216,t,89943762943889758,864691135099884576,89943762943878781,864691135445930386,8280,[182962 153996  22475],[182904 154036  22466],[182920 154004  22475],"[675.3765543683744, 280.75371871744943, 899.0000000000002]",L2/3
8331,117030646,t,85856465973424940,864691136723542525,85856465973414844,864691135445930386,7328,[153200 110122  22748],[153154 110166  22735],[153184 110096  22744],"[572.0770521791912, 95.54981711851724, 909.9200000000003]",L1
8335,138412637,t,87549714014358260,864691135815455055,87549714014373602,864691135445930386,9968,[165548 142716  23710],[165526 142724  23724],[165582 142706  23716],"[609.9180835908702, 229.73449352271908, 948.4000000000002]",L2/3
8343,181753477,t,90648137378624290,864691135488475194,90648068659114185,864691135445930386,9144,[188108 158924  20486],[188146 158830  20488],[188124 158874  20481],"[694.164212032853, 302.1847224149517, 819.4400000000003]",L4
8348,167372880,t,89588551901155374,864691135462994494,89588551901177396,864691135445930386,5344,[180502 129188  21623],[180506 129210  21633],[180516 129184  21630],"[674.2226372034872, 181.04171392777243, 864.9200000000003]",L2/3
8357,178240101,t,91001011891972042,864691135394013685,91001011891966134,864691135445930386,9320,[190736 166940  20747],[190630 167004  20740],[190656 166968  20739],"[701.8416489637325, 335.04289038232884, 829.8800000000002]",L4
8381,223735728,t,94098954823859283,864691135684358583,94098954823860215,864691135445930386,9828,[213262 179794  22156],[213208 179754  22151],[213276 179764  22159],"[787.1215763714775, 394.116318023949, 886.2400000000002]",L5
8435,177696774,t,90997301107023766,864691135815629903,90997301107035839,864691135445930386,932,[190872 139386  21020],[190970 139390  21029],[190950 139328  21023],"[711.9895362221704, 225.29370826150367, 840.8000000000003]",L2/3
8447,174044774,t,90576669190009149,864691136008819630,90576669190023392,864691135445930386,4708,[187662 151056  21078],[187606 151038  21090],[187684 151064  21086],"[695.1299662272116, 270.6769970315465, 843.1200000000002]",L2/3
8490,172739684,t,90292445367198207,864691135359165784,90292445367176588,864691135445930386,3732,[185522 130456  20632],[185462 130464  20618],[185512 130474  20627],"[693.7841728139534, 187.84450075086667, 825.2800000000002]",L2/3
8520,174588827,t,90153082335604878,864691135975821123,90223451079812980,864691135445930386,4424,[184854 140872  21281],[184920 140810  21282],[184896 140816  21278],"[687.4910837148138, 229.11707650753957, 851.2400000000002]",L2/3
8528,181935668,t,90927963088060681,864691135081704951,90927963088047323,864691135445930386,4580,[190134 146638  20641],[190116 146752  20625],[190133 146661  20631],"[706.5205556877795, 253.934040311158, 825.6400000000002]",L2/3
8549,178653462,t,91136801511013627,864691135850827207,91066501486312814,864691135445930386,5164,[191552 130210  20380],[191494 130312  20364],[191498 130256  20372],"[717.8981501827899, 188.96644168301793, 815.2000000000003]",L2/3
8553,174344521,t,90083882091173119,864691136334120627,90154250835365669,864691135445930386,4712,[184340 149492  23450],[184384 149472  23442],[184361 149420  23445],"[682.437777405598, 263.28667749065363, 938.0000000000002]",L2/3
8601,174388654,t,90081614079570463,864691135994709418,90151982823757051,864691135445930386,6180,[184306 132428  21052],[184356 132496  21060],[184330 132484  21057],"[688.2511973036416, 195.2785589966898, 842.0800000000003]",L2/3
8610,173100590,t,90293751104428630,864691136443751043,90293751104411738,864691135445930386,2360,[185754 140430  21200],[185820 140388  21185],[185794 140362  21192],"[691.231475981122, 227.66956495520478, 848.0000000000002]",L2/3
8648,114837919,t,85719233446699995,864691135841361891,85648864702545046,864691135445930386,8224,[152156 136120  24696],[152042 136198  24707],[152086 136182  24699],"[558.8534431201457, 198.78213378075984, 987.8400000000003]",L2/3
8678,177520343,t,91064920871173341,864691135581564269,91064920871183719,864691135445930386,3340,[191040 118678  19810],[191026 118632  19819],[191064 118657  19812],"[719.8782635425622, 142.83547768829467, 792.4000000000002]",L2/3
8714,216929752,t,93812257032951819,864691135416248050,93812257032940481,864691135445930386,16720,[211204 140920  21360],[211088 140878  21351],[211128 140884  21353],"[792.4732709910762, 238.49456117517624, 854.4000000000002]",L2/3
8731,131532888,t,87057476469780055,864691135579106500,87057476469778806,864691135445930386,2228,[161892 145304  24381],[161916 145372  24377],[161907 145302  24378],"[594.4474960770527, 238.772535455423, 975.2400000000002]",L2/3
8746,210571989,t,93395542327276122,864691135715222042,93395542327279461,864691135445930386,4468,[208126 181686  22849],[208060 181676  22850],[208104 181696  22852],"[765.9961578327666, 399.86499192009944, 913.9600000000003]",L5
8773,145144386,t,88184062967508226,864691136329204970,88184062967485903,864691135445930386,4088,[170172 150384  19868],[170136 150390  19860],[170114 150326  19861],"[625.6704597852189, 261.9018099204498, 794.7200000000003]",L2/3
8776,163893378,t,89869820652293772,864691135278524321,89869820652282820,864691135445930386,13256,[182390 127348  21076],[182508 127432  21074],[182468 127418  21072],"[682.3873658300989, 174.3679211190475, 843.0400000000003]",L2/3
8780,116372141,t,86070664850863898,864691136175390470,86070664850864974,864691135445930386,3524,[154766 132918  24798],[154836 132850  24800],[154818 132854  24799],"[570.3700065213354, 186.93277804188634, 991.9200000000003]",L2/3
8785,187448801,t,91556814885569026,864691135194665258,91556814885570781,864691135445930386,4832,[194818 113602  19733],[194784 113528  19738],[194784 113596  19735],"[736.702368020873, 123.92583812264255, 789.3200000000003]",L2/3
8787,229644854,t,94868337951357040,864691135490610407,94868337951368670,864691135445930386,3464,[218882 144858  21286],[218950 144808  21284],[218946 144826  21284],"[821.6955252991088, 256.8633472307835, 851.4400000000003]",L2/3
8840,174588730,t,90153082335618892,864691136194519372,90153082335619455,864691135445930386,6368,[184740 140650  21300],[184850 140782  21302],[184776 140706  21302],"[687.1142132320438, 228.1927125969411, 852.0000000000002]",L2/3
8845,167361921,t,89517358456035597,864691135585138812,89587727200219620,864691135445930386,1512,[180242 122648  21002],[180318 122630  21015],[180282 122668  21008],"[675.4665889477506, 154.89061865323472, 840.0800000000003]",L2/3
8878,206058318,t,93182305589621693,864691135925834510,93182305589632933,864691135445930386,5272,[206382 165738  21261],[206372 165642  21261],[206404 165692  21268],"[764.6065427602372, 335.70774127802315, 850.4400000000003]",L4
8907,173656692,t,90224275713742385,864691135718798641,90224275713759523,864691135445930386,8652,[184982 146910  21465],[184888 146820  21479],[184918 146884  21474],"[685.8961499013955, 253.22179459613812, 858.6000000000003]",L2/3
8924,233818313,t,95572369057861585,864691135274153445,95572369057861537,864691135445930386,4596,[223994 147558  22007],[223998 147526  22006],[223990 147530  22007],"[841.1244324640141, 269.40441059787844, 880.2800000000002]",L2/3
8932,199723721,t,92258921645362842,864691135407274697,92258921645353010,864691135445930386,1252,[200192 101760  18886],[200046 101908  18885],[200114 101851  18886],"[762.2449624735242, 78.61158750953636, 755.4400000000002]",L1
8944,210198724,t,92829775009415445,864691135212611456,92829775009422702,864691135445930386,10864,[204312 160708  23740],[204248 160614  23743],[204260 160642  23742],"[758.1116242041204, 314.94265440246664, 949.6000000000003]",L4
9055,178248579,t,90859793367194209,864691136108768440,90859862086675002,864691135445930386,1724,[189732 163526  20701],[189696 163562  20711],[189694 163566  20707],"[699.0311298791581, 321.08883812231335, 828.0400000000003]",L4
9097,210668068,t,93253017931146814,864691135373713481,93323317955864846,864691135445930386,1196,[207384 168144  21241],[207482 168114  21244],[207420 168138  21242],"[767.7605042419854, 345.6444392693907, 849.6400000000002]",L4
9117,128848854,t,86914608140909499,864691135491037892,86914608140901678,864691135445930386,4688,[160974 129492  20360],[160856 129610  20351],[160918 129542  20355],"[596.3018955629635, 175.44517730314686, 814.4000000000002]",L2/3
9125,160959904,t,89027869288115509,864691135975861315,89027869288121817,864691135445930386,7112,[176192 146036  18820],[176168 146042  18829],[176162 146068  18824],"[651.1746407931354, 246.67470201660174, 752.8000000000002]",L2/3
9128,192465095,t,92195012799949800,864691135939961766,92195012799954805,864691135445930386,2420,[199592 149732  20497],[199596 149806  20502],[199532 149752  20495],"[743.1299540337413, 269.5602219543709, 819.8800000000002]",L2/3
